episode,score,reward,steps,snake_length,termination_reason,seed
1,22,226.41000000000022,312,25,self_collision,1000000
2,37,401.8799999999954,610,40,self_collision,1000001
3,43,460.88999999999237,715,46,self_collision,1000002
4,19,194.12000000000035,228,22,self_collision,1000003
5,17,176.8100000000005,247,20,self_collision,1000004
6,34,360.3199999999966,503,37,self_collision,1000005
7,31,330.2599999999975,496,34,self_collision,1000006
8,30,314.8999999999984,411,33,self_collision,1000007
9,55,589.6899999999947,957,58,self_collision,1000008
10,16,163.54000000000042,203,19,self_collision,1000009
11,31,326.05999999999773,436,34,self_collision,1000010
12,23,244.69000000000062,365,26,self_collision,1000011
13,52,557.8899999999927,864,55,self_collision,1000012
14,18,183.18000000000032,221,21,self_collision,1000013
15,39,418.02999999999474,627,42,self_collision,1000014
16,44,463.95999999999407,569,47,self_collision,1000015
17,58,618.279999999996,921,61,self_collision,1000016
18,14,145.11000000000035,234,17,self_collision,1000017
19,45,473.48999999999376,617,48,self_collision,1000018
20,35,378.3999999999965,576,38,self_collision,1000019
21,27,286.19999999999965,408,30,self_collision,1000020
22,39,417.4199999999957,548,42,self_collision,1000021
23,42,446.389999999994,574,45,self_collision,1000022
24,43,463.11999999999165,712,46,self_collision,1000023
25,14,141.8800000000004,177,17,self_collision,1000024
26,53,568.4999999999927,1044,56,self_collision,1000025
27,32,335.0799999999977,425,35,self_collision,1000026
28,38,411.44999999999465,644,41,wall_collision,1000027
29,29,307.1399999999988,426,32,self_collision,1000028
30,25,264.71000000000043,365,28,self_collision,1000029
31,32,337.22999999999854,410,35,self_collision,1000030
32,45,479.4899999999908,767,48,self_collision,1000031
33,44,471.47999999999206,717,47,self_collision,1000032
34,38,402.959999999996,533,41,self_collision,1000033
35,28,294.1099999999996,428,31,self_collision,1000034
36,76,822.910000000004,1246,79,self_collision,1000035
37,31,327.17999999999836,444,34,self_collision,1000036
38,26,273.88000000000017,359,29,self_collision,1000037
39,15,150.5300000000003,173,18,self_collision,1000038
40,18,187.49000000000038,280,21,self_collision,1000039
41,28,298.31999999999897,457,31,self_collision,1000040
42,50,533.5199999999919,789,53,self_collision,1000041
43,32,339.3899999999978,484,35,self_collision,1000042
44,30,318.53999999999877,417,33,self_collision,1000043
45,10,96.71000000000022,110,13,self_collision,1000044
46,67,712.2800000000025,1190,70,self_collision,1000045
47,32,339.34999999999854,448,35,self_collision,1000046
48,17,172.87000000000032,201,20,self_collision,1000047
49,25,266.73000000000064,383,28,self_collision,1000048
50,16,167.4400000000005,253,19,self_collision,1000049
51,45,482.17999999999205,698,48,self_collision,1000050
52,33,353.99999999999744,524,36,self_collision,1000051
53,38,404.43999999999505,565,41,self_collision,1000052
54,22,226.5800000000005,255,25,self_collision,1000053
55,18,189.2200000000006,277,21,self_collision,1000054
56,35,371.45999999999725,490,38,self_collision,1000055
57,41,432.85999999999444,536,44,self_collision,1000056
58,12,121.37000000000035,166,15,self_collision,1000057
59,11,113.10000000000038,182,14,self_collision,1000058
60,39,417.0299999999942,637,42,self_collision,1000059
61,30,315.9899999999984,422,33,self_collision,1000060
62,36,383.7999999999977,497,39,self_collision,1000061
63,69,744.140000000001,1186,72,self_collision,1000062
64,42,449.2299999999952,620,45,self_collision,1000063
65,25,265.8500000000003,391,28,self_collision,1000064
66,24,257.04000000000025,401,27,self_collision,1000065
67,28,294.57999999999896,411,31,self_collision,1000066
68,16,161.15000000000026,182,19,self_collision,1000067
69,41,435.84999999999553,597,44,self_collision,1000068
70,27,288.7999999999994,418,30,self_collision,1000069
71,32,335.3899999999986,404,35,self_collision,1000070
72,32,342.0599999999968,567,35,self_collision,1000071
73,16,166.28000000000046,239,19,self_collision,1000072
74,57,615.3899999999967,929,60,self_collision,1000073
75,12,119.87000000000023,156,15,self_collision,1000074
76,63,684.52,1182,66,self_collision,1000075
77,22,226.12000000000046,251,25,self_collision,1000076
78,28,292.3299999999993,376,31,self_collision,1000077
79,33,346.70999999999736,433,36,self_collision,1000078
80,32,338.54999999999546,618,35,self_collision,1000079
81,33,348.8499999999974,499,36,self_collision,1000080
82,39,426.3699999999942,653,42,self_collision,1000081
83,36,380.48999999999637,468,39,self_collision,1000082
84,27,287.8100000000001,397,30,self_collision,1000083
85,28,296.64999999999947,414,31,self_collision,1000084
86,24,254.30000000000058,355,27,self_collision,1000085
87,11,112.18000000000042,174,14,self_collision,1000086
88,58,627.7499999999983,984,61,self_collision,1000087
89,60,637.0199999999992,909,63,self_collision,1000088
90,38,405.8499999999951,604,41,self_collision,1000089
91,21,221.7800000000006,324,24,self_collision,1000090
92,28,295.0999999999994,399,31,self_collision,1000091
93,37,397.9899999999945,629,40,self_collision,1000092
94,14,143.64000000000038,211,17,self_collision,1000093
95,40,422.549999999995,606,43,self_collision,1000094
96,27,288.2499999999997,413,30,self_collision,1000095
97,55,587.119999999995,834,58,self_collision,1000096
98,45,485.9299999999937,683,48,self_collision,1000097
99,44,472.9099999999914,764,47,self_collision,1000098
100,32,339.6599999999979,487,35,self_collision,1000099
