episode,score,reward,steps,snake_length,termination_reason,seed
1,31,322.7299999999978,429,34,self_collision,1000000
2,22,234.80000000000072,363,25,self_collision,1000001
3,36,385.009999999995,646,39,self_collision,1000002
4,23,238.6500000000004,309,26,self_collision,1000003
5,15,155.83000000000044,243,18,self_collision,1000004
6,22,232.36000000000055,367,25,self_collision,1000005
7,31,332.19999999999766,502,34,self_collision,1000006
8,20,206.9600000000004,265,23,self_collision,1000007
9,20,207.45000000000047,266,23,self_collision,1000008
10,35,374.7499999999968,551,38,self_collision,1000009
11,44,460.0099999999946,584,47,self_collision,1000010
12,18,189.75000000000048,294,21,self_collision,1000011
13,28,298.81999999999914,447,31,self_collision,1000012
14,11,106.08000000000018,104,14,self_collision,1000013
15,20,213.33000000000078,338,23,self_collision,1000014
16,12,118.38000000000025,135,15,self_collision,1000015
17,21,219.12000000000052,300,24,self_collision,1000016
18,29,308.80999999999966,439,32,self_collision,1000017
19,19,192.46000000000035,204,22,self_collision,1000018
20,11,113.71000000000038,191,14,self_collision,1000019
21,23,241.64000000000064,320,26,self_collision,1000020
22,52,555.6099999999931,822,55,self_collision,1000021
23,39,417.6699999999948,633,42,self_collision,1000022
24,19,193.76000000000028,244,22,self_collision,1000023
25,23,240.87000000000057,327,26,self_collision,1000024
26,19,193.6700000000003,253,22,self_collision,1000025
27,15,149.9600000000003,170,18,self_collision,1000026
28,46,494.81999999999294,745,49,self_collision,1000027
29,37,386.9699999999973,431,40,self_collision,1000028
30,31,331.8299999999976,499,34,self_collision,1000029
31,22,232.63000000000065,350,25,self_collision,1000030
32,23,240.78000000000048,326,26,self_collision,1000031
33,33,349.96999999999787,447,36,self_collision,1000032
34,9,88.05000000000031,125,12,wall_collision,1000033
35,27,285.1499999999995,403,30,self_collision,1000034
36,22,228.69000000000042,304,25,self_collision,1000035
37,16,166.30000000000052,247,19,self_collision,1000036
38,18,188.0500000000005,264,21,self_collision,1000037
39,29,302.7999999999983,490,32,self_collision,1000038
40,14,144.7600000000004,219,17,self_collision,1000039
41,43,457.7499999999934,719,46,self_collision,1000040
42,23,238.02000000000044,302,26,self_collision,1000041
43,7,70.19000000000028,139,10,self_collision,1000042
44,21,219.43000000000052,309,24,self_collision,1000043
45,27,284.2599999999996,442,30,self_collision,1000044
46,36,375.79999999999666,437,39,self_collision,1000045
47,17,174.0800000000004,210,20,self_collision,1000046
48,5,44.450000000000074,71,8,wall_collision,1000047
49,32,343.19999999999806,513,35,self_collision,1000048
50,13,135.6200000000005,232,16,self_collision,1000049
51,27,282.50999999999976,357,30,self_collision,1000050
52,41,437.149999999996,587,44,self_collision,1000051
53,11,110.13000000000032,149,14,self_collision,1000052
54,31,319.2799999999984,404,34,self_collision,1000053
55,19,200.55000000000055,315,22,self_collision,1000054
56,24,253.2400000000003,361,27,self_collision,1000055
57,20,205.0400000000005,317,23,self_collision,1000056
58,18,187.2200000000004,277,21,self_collision,1000057
59,11,113.46000000000038,186,14,self_collision,1000058
60,18,186.40000000000043,259,21,self_collision,1000059
61,41,437.8499999999941,677,44,self_collision,1000060
62,18,189.39000000000053,290,21,self_collision,1000061
63,33,349.8399999999977,510,36,self_collision,1000062
64,42,452.7399999999944,649,45,self_collision,1000063
65,37,395.8099999999949,617,40,self_collision,1000064
66,19,201.58000000000055,322,22,self_collision,1000065
67,13,128.30000000000027,164,16,self_collision,1000066
68,18,182.27000000000012,252,21,self_collision,1000067
69,16,166.8800000000005,249,19,self_collision,1000068
70,18,187.67000000000053,262,21,self_collision,1000069
71,12,120.76000000000033,177,15,self_collision,1000070
72,20,208.69000000000037,322,23,self_collision,1000071
73,23,241.38000000000042,356,26,self_collision,1000072
74,25,265.7400000000002,412,28,self_collision,1000073
75,30,320.67999999999836,463,33,self_collision,1000074
76,21,217.40000000000052,262,24,self_collision,1000075
77,25,260.4999999999998,336,28,self_collision,1000076
78,20,207.63000000000056,288,23,self_collision,1000077
79,12,121.67000000000033,176,15,self_collision,1000078
80,33,352.0699999999974,497,36,self_collision,1000079
81,25,262.7600000000002,350,28,self_collision,1000080
82,16,166.91000000000048,256,19,self_collision,1000081
83,24,247.36000000000053,269,27,wall_collision,1000082
84,26,277.9699999999999,420,29,self_collision,1000083
85,28,296.11999999999995,387,31,self_collision,1000084
86,34,362.24999999999693,520,37,self_collision,1000085
87,22,231.60000000000068,323,25,self_collision,1000086
88,37,393.03999999999627,554,40,self_collision,1000087
89,15,147.64000000000016,152,18,self_collision,1000088
90,29,308.8799999999986,442,32,self_collision,1000089
91,30,318.3399999999983,517,33,self_collision,1000090
92,13,132.06000000000034,188,16,self_collision,1000091
93,32,341.63999999999805,469,35,self_collision,1000092
94,24,256.46000000000043,419,27,self_collision,1000093
95,21,219.86000000000055,296,24,self_collision,1000094
96,28,298.62999999999846,516,31,self_collision,1000095
97,26,272.8199999999996,385,29,self_collision,1000096
98,28,301.8099999999986,498,31,self_collision,1000097
99,26,269.3099999999995,346,29,self_collision,1000098
100,24,256.1200000000006,373,27,self_collision,1000099
