episode,reward,score,snake_length,steps,epsilon,avg_loss,num_learning_updates,termination_reason
1,-6.1,0,3,31,0.995,,0,wall_collision
2,-6.640000000000001,0,3,65,0.990025,,0,wall_collision
3,-7.23,0,3,74,0.985074875,,0,wall_collision
4,-6.2299999999999995,0,3,74,0.9801495006250001,,0,wall_collision
5,-6.33,0,3,24,0.9752487531218751,,0,wall_collision
6,-7.280000000000001,0,3,149,0.9703725093562657,,0,wall_collision
7,-6.15,0,3,46,0.9655206468094844,,0,wall_collision
8,-7.21,0,3,152,0.960693043575437,,0,wall_collision
9,5.73,1,4,19,0.9558895783575597,,0,wall_collision
10,-6.26,0,3,27,0.9511101304657719,,0,wall_collision
11,-6.750000000000001,0,3,226,0.946354579813443,,0,wall_collision
12,-6.720000000000001,0,3,33,0.9416228069143757,,0,wall_collision
13,-6.08,0,3,29,0.9369146928798039,,0,wall_collision
14,-5.31,0,3,42,0.9322301194154049,,0,wall_collision
15,-8.01,0,3,192,0.9275689688183278,0.029425778681204818,184,wall_collision
16,-5.45,0,3,56,0.9229311239742362,0.013856788655435335,56,wall_collision
17,4.770000000000005,1,4,75,0.918316468354365,0.01498482832685113,75,wall_collision
18,4.570000000000011,1,4,75,0.9137248860125932,0.01837885709789892,75,wall_collision
19,3.400000000000018,1,4,82,0.9091562615825302,0.022726696303679336,82,wall_collision
20,-6.039999999999999,0,3,65,0.9046104802746175,0.024767047920389675,65,wall_collision
21,-6.04,0,3,25,0.9000874278732445,0.02012922130350489,25,wall_collision
22,-5.37,0,3,68,0.8955869907338783,0.02006532353837375,68,wall_collision
23,-8.100000000000001,0,3,231,0.8911090557802088,0.01594732362167578,231,wall_collision
24,-4.12,0,3,33,0.8866535105013078,0.03487485564564298,33,wall_collision
25,4.250000000000011,1,4,47,0.8822202429488013,0.04202443996488929,47,wall_collision
26,4.550000000000006,1,4,27,0.8778091417340573,0.017578866050354445,27,wall_collision
27,-4.25,0,3,36,0.8734200960253871,0.038858285778486684,36,wall_collision
28,3.78000000000001,1,4,244,0.8690529955452602,0.052146852721978304,244,wall_collision
29,-4.9799999999999995,0,3,59,0.8647077305675338,0.050310269818972735,59,wall_collision
30,-4.54,0,3,35,0.8603841919146962,0.0941729837346689,35,wall_collision
31,4.870000000000017,1,4,145,0.8560822709551227,0.06567427150439471,145,wall_collision
32,-4.869999999999999,0,3,38,0.851801859600347,0.048721679762054826,38,wall_collision
33,24.550000000000008,3,6,79,0.8475428503023453,0.06538572565569908,79,self_collision
34,4.95000000000001,1,4,77,0.8433051360508336,0.08945555694086792,77,wall_collision
35,-4.39,0,3,30,0.8390886103705794,0.08415521285108601,30,wall_collision
36,26.120000000000015,3,6,192,0.8348931673187264,0.08042679090461509,192,wall_collision
37,-5.0,0,3,81,0.8307187014821328,0.08328916525100301,81,wall_collision
38,-5.989999999999999,0,3,50,0.8265651079747222,0.04939040828729049,50,wall_collision
39,-4.97,0,3,28,0.8224322824348486,0.04896578030145195,28,wall_collision
40,6.110000000000005,1,4,61,0.8183201210226743,0.05043235353812514,61,wall_collision
41,-4.9799999999999995,0,3,19,0.8142285204175609,0.03377302602472666,19,wall_collision
42,-4.659999999999999,0,3,47,0.810157377815473,0.050373084564505025,47,wall_collision
43,-5.209999999999999,0,3,52,0.8061065909263957,0.056788098299875855,52,wall_collision
