episode,reward,score,snake_length,steps,epsilon,avg_loss,num_learning_updates,termination_reason
81,27.070000000000007,3,6,127,0.6662995813682115,0.12593783889933835,127,self_collision
82,5.100000000000003,1,4,32,0.6629680834613705,0.09081507008522749,32,wall_collision
83,-4.5,0,3,11,0.6596532430440636,0.05432808591814881,11,wall_collision
84,16.330000000000002,2,5,100,0.6563549768288433,0.09816328682936729,100,wall_collision
85,-5.720000000000001,0,3,33,0.653073201944699,0.13102636421381525,33,wall_collision
86,15.210000000000015,2,5,92,0.6498078359349755,0.12469002889195943,92,self_collision
87,5.270000000000001,1,4,45,0.6465587967553006,0.08618732155818078,45,wall_collision
88,5.779999999999999,1,4,64,0.6433260027715241,0.10216536217194516,64,wall_collision
89,5.200000000000003,1,4,22,0.6401093727576664,0.0796444258779626,22,wall_collision
90,-5.01,0,3,32,0.6369088258938781,0.137238748560776,32,wall_collision
91,16.010000000000005,2,5,52,0.6337242817644086,0.1107280453792415,52,self_collision
92,16.940000000000005,2,5,69,0.6305556603555866,0.09504150952199016,69,self_collision
93,15.690000000000001,2,5,24,0.6274028820538087,0.10864435941524182,24,wall_collision
94,-4.16,0,3,17,0.6242658676435396,0.11607634511721485,17,wall_collision
95,5.850000000000001,1,4,27,0.6211445383053219,0.14360367430856935,27,wall_collision
96,36.12000000000002,4,7,133,0.6180388156137953,0.12432411793073204,133,self_collision
97,25.890000000000004,3,6,65,0.6149486215357263,0.1347121554426849,65,self_collision
98,25.03000000000001,3,6,51,0.6118738784280476,0.14170333329478607,51,self_collision
99,15.860000000000003,2,5,37,0.6088145090359074,0.13322676252573729,37,self_collision
100,5.890000000000001,1,4,43,0.6057704364907278,0.13168508601699805,43,wall_collision
