episode,reward,score,snake_length,steps,epsilon,avg_loss,num_learning_updates,termination_reason
1,-11.1,0,3,31,0.995,,0,wall_collision
2,-11.64,0,3,65,0.990025,,0,wall_collision
3,-12.23,0,3,74,0.985074875,,0,wall_collision
4,-11.23,0,3,74,0.9801495006250001,,0,wall_collision
5,-11.33,0,3,24,0.9752487531218751,,0,wall_collision
6,-12.280000000000001,0,3,149,0.9703725093562657,,0,wall_collision
7,-11.15,0,3,46,0.9655206468094844,,0,wall_collision
8,-12.21,0,3,152,0.960693043575437,,0,wall_collision
9,0.7300000000000004,1,4,19,0.9558895783575597,,0,wall_collision
10,-11.26,0,3,27,0.9511101304657719,,0,wall_collision
11,-11.75,0,3,226,0.946354579813443,,0,wall_collision
12,-11.72,0,3,33,0.9416228069143757,,0,wall_collision
13,-11.08,0,3,29,0.9369146928798039,,0,wall_collision
14,-10.309999999999999,0,3,42,0.9322301194154049,,0,wall_collision
15,-0.9199999999999875,1,4,194,0.9275689688183278,0.09925699960665717,186,wall_collision
16,-1.0999999999999908,1,4,72,0.9229311239742362,0.02002357127154634,72,wall_collision
17,-12.940000000000001,0,3,275,0.918316468354365,0.02142514439670115,275,wall_collision
18,-10.27,0,3,38,0.9137248860125932,0.02153647672476884,38,wall_collision
19,-11.129999999999999,0,3,84,0.9091562615825302,0.021434130980023405,84,wall_collision
20,-11.53,0,3,104,0.9046104802746175,0.016475007772896788,104,wall_collision
21,-9.36,0,3,37,0.9000874278732445,0.013457419454573176,37,wall_collision
22,-10.709999999999999,0,3,42,0.8955869907338783,0.011706858963450594,42,wall_collision
23,-11.31,0,3,62,0.8911090557802088,0.01848992374312553,62,wall_collision
24,-10.74,0,3,55,0.8866535105013078,0.015112252828707411,55,wall_collision
25,0.07000000000000206,1,4,45,0.8822202429488013,0.026124301328996402,45,wall_collision
26,9.240000000000009,2,5,59,0.8778091417340573,0.01986963531176039,59,self_collision
27,-11.19,0,3,30,0.8734200960253871,0.018026360615234202,30,wall_collision
28,-11.66,0,3,47,0.8690529955452602,0.02680341017363157,47,wall_collision
29,-9.629999999999999,0,3,54,0.8647077305675338,0.023878239664352603,54,wall_collision
30,-9.62,0,3,43,0.8603841919146962,0.027278368464172927,43,wall_collision
31,-1.079999999999993,1,4,230,0.8560822709551227,0.03310250820865369,230,wall_collision
32,0.8400000000000016,1,4,58,0.851801859600347,0.027343269561995464,58,wall_collision
33,10.260000000000002,2,5,117,0.8475428503023453,0.037535653558050275,117,self_collision
34,-1.1899999999999782,1,4,151,0.8433051360508336,0.036569894481502746,151,wall_collision
35,-9.44,0,3,85,0.8390886103705794,0.05098072808537194,85,wall_collision
36,-0.7199999999999935,1,4,74,0.8348931673187264,0.04048195582141194,74,wall_collision
37,-9.01,0,3,32,0.8307187014821328,0.04564738741828478,32,wall_collision
38,1.0500000000000025,1,4,47,0.8265651079747222,0.05106283335926685,47,wall_collision
39,0.9600000000000009,1,4,66,0.8224322824348486,0.04371183390101192,66,wall_collision
40,-11.02,0,3,43,0.8183201210226743,0.038427689212894196,43,wall_collision
41,-9.18,0,3,39,0.8142285204175609,0.05810917736604237,39,wall_collision
42,-9.719999999999999,0,3,53,0.810157377815473,0.040670004409720316,53,wall_collision
43,1.61000000000001,1,4,111,0.8061065909263957,0.04225341582813443,111,wall_collision
44,-10.209999999999999,0,3,52,0.8020760579717637,0.05151235393826097,52,wall_collision
