episode,reward,score,snake_length,steps,epsilon,avg_loss,num_learning_updates,termination_reason
44,-4.6499999999999995,0,3,96,0.8020760579717637,0.06828533372299717,96,wall_collision
45,15.070000000000004,2,5,36,0.798065677681905,0.050766551721608266,36,self_collision
46,6.740000000000002,1,4,68,0.7940753492934954,0.050831802100326645,68,wall_collision
47,-4.55,0,3,26,0.7901049725470279,0.03712972624746796,26,wall_collision
48,-5.16,0,3,77,0.7861544476842928,0.043423914591715275,77,wall_collision
49,25.120000000000022,3,6,172,0.7822236754458713,0.052929808948626256,172,self_collision
50,5.350000000000001,1,4,57,0.778312557068642,0.04996699221399531,57,wall_collision
51,-4.4399999999999995,0,3,45,0.7744209942832988,0.04451066635600809,45,wall_collision
52,-4.4399999999999995,0,3,65,0.7705488893118823,0.06790186778570596,65,wall_collision
53,-6.17,0,3,188,0.7666961448653229,0.04839688759115079,188,wall_collision
54,15.260000000000005,2,5,77,0.7628626641409962,0.05053652222525304,77,self_collision
55,-4.33,0,3,24,0.7590483508202912,0.032163616900409885,24,wall_collision
56,16.020000000000003,2,5,81,0.7552531090661897,0.06099126427175684,81,wall_collision
57,6.539999999999999,1,4,68,0.7514768435208588,0.047365592583767414,68,wall_collision
58,15.660000000000021,2,5,117,0.7477194593032545,0.07877469380658804,117,wall_collision
59,5.520000000000001,1,4,30,0.7439808620067382,0.06355375708080828,30,wall_collision
60,16.070000000000007,2,5,86,0.7402609576967045,0.05744870912641027,86,self_collision
61,-5.52,0,3,93,0.736559652908221,0.09974025353609074,93,wall_collision
62,5.520000000000005,1,4,50,0.7328768546436799,0.04428858597646467,50,wall_collision
63,15.620000000000008,2,5,81,0.7292124703704616,0.06816330720112877,81,self_collision
64,-4.33,0,3,24,0.7255664080186093,0.09947242929774802,24,wall_collision
65,-4.63,0,3,34,0.7219385759785162,0.05321853737319436,34,wall_collision
66,-5.449999999999999,0,3,56,0.7183288830986236,0.052554452929013805,56,wall_collision
67,15.350000000000012,2,5,158,0.7147372386831305,0.06038561222752073,158,wall_collision
68,-6.2,0,3,41,0.7111635524897149,0.04797533266075955,41,wall_collision
69,5.710000000000003,1,4,41,0.7076077347272662,0.061147213890785125,41,wall_collision
70,-4.55,0,3,26,0.7040696960536299,0.03967484399282302,26,wall_collision
71,16.32,2,5,31,0.7005493475733617,0.05064829280825272,31,wall_collision
72,17.050000000000008,2,5,88,0.697046600835495,0.0653412649593189,88,self_collision
73,5.190000000000005,1,4,33,0.6935613678313175,0.0928286394125528,33,wall_collision
74,15.910000000000004,2,5,42,0.6900935609921609,0.08334125535717855,42,self_collision
75,-4.859999999999999,0,3,47,0.6866430931872001,0.09782830589114035,47,wall_collision
76,5.120000000000003,1,4,30,0.6832098777212641,0.08086774256856491,30,wall_collision
77,15.710000000000012,2,5,102,0.6797938283326578,0.04281238121249914,102,wall_collision
78,16.080000000000005,2,5,95,0.6763948591909945,0.09426888885515693,95,self_collision
79,15.18000000000001,2,5,105,0.6730128848950395,0.08635188753140115,105,wall_collision
80,15.840000000000007,2,5,59,0.6696478204705644,0.09364938968003302,59,self_collision
