episode,score,reward,steps,snake_length,termination_reason,seed
1,11,-280.5900000000761,40000,14,step_limit,1000000
2,5,-344.0500000002106,40000,8,step_limit,1000001
3,26,273.4400000000001,403,29,self_collision,1000002
4,38,407.0499999999942,614,41,self_collision,1000003
5,29,305.459999999999,444,32,self_collision,1000004
6,6,-333.34000000018796,40000,9,step_limit,1000005
7,12,-264.68000000004497,40000,15,step_limit,1000006
8,4,-353.9600000002317,40000,7,step_limit,1000007
9,45,478.1499999999936,721,48,self_collision,1000008
10,15,-234.1500000000332,40000,18,step_limit,1000009
11,12,-269.2800000000528,40000,15,step_limit,1000010
12,9,-297.8100000001128,40000,12,step_limit,1000011
13,30,316.3699999999981,494,33,self_collision,1000012
14,30,313.4599999999983,445,33,self_collision,1000013
15,40,429.359999999994,705,43,self_collision,1000014
16,34,359.51999999999515,533,37,self_collision,1000015
17,7,-323.9300000001681,40000,10,step_limit,1000016
18,42,450.70999999999447,732,45,self_collision,1000017
19,28,289.3799999999992,361,31,self_collision,1000018
20,7,-318.430000000156,40000,10,step_limit,1000019
21,23,-144.4700000000323,40000,26,step_limit,1000020
22,4,-357.1600000002393,40000,7,step_limit,1000021
23,1,-389.0900000003029,40000,4,step_limit,1000022
24,21,-168.89000000003267,40000,24,step_limit,1000023
25,4,-356.36000000023677,40000,7,step_limit,1000024
26,29,-80.8100000001495,40000,32,step_limit,1000025
27,47,118.16999999943494,40000,50,step_limit,1000026
28,25,-116.05000000007651,40000,28,step_limit,1000027
29,46,491.3899999999915,788,49,wall_collision,1000028
30,28,296.9999999999992,429,31,self_collision,1000029
31,3,-366.87000000025967,40000,6,step_limit,1000030
32,51,169.3099999994978,40000,54,step_limit,1000031
33,11,-277.79000000007005,40000,14,step_limit,1000032
34,8,-312.32000000014335,40000,11,step_limit,1000033
35,46,491.9999999999926,797,49,self_collision,1000034
36,51,552.0399999999923,878,54,self_collision,1000035
37,29,305.27999999999884,482,32,self_collision,1000036
38,23,-146.27000000003258,40000,26,step_limit,1000037
39,42,452.88999999999356,704,45,self_collision,1000038
40,21,-165.09000000003246,40000,24,step_limit,1000039
41,8,-307.32000000013255,40000,11,step_limit,1000040
42,32,337.5499999999968,468,35,self_collision,1000041
43,25,264.64000000000044,382,28,self_collision,1000042
44,11,-279.39000000007303,40000,14,step_limit,1000043
45,28,294.26999999999896,462,31,self_collision,1000044
46,45,467.92999999999296,643,48,self_collision,1000045
47,24,-134.5600000000413,40000,27,step_limit,1000046
48,10,-290.100000000096,40000,13,step_limit,1000047
49,41,438.9999999999933,722,44,self_collision,1000048
50,17,-206.33000000003247,40000,20,step_limit,1000049
51,33,-38.37000000024179,40000,36,step_limit,1000050
52,7,-320.23000000016,40000,10,step_limit,1000051
53,21,-168.5900000000327,40000,24,step_limit,1000052
54,34,353.61999999999847,443,37,self_collision,1000053
55,17,-208.3300000000326,40000,20,step_limit,1000054
56,4,-353.560000000231,40000,7,step_limit,1000055
57,23,-150.27000000003244,40000,26,step_limit,1000056
58,68,730.2599999999991,1333,71,wall_collision,1000057
59,44,474.6499999999921,810,47,self_collision,1000058
60,30,-67.30000000018019,40000,33,step_limit,1000059
61,33,348.98999999999796,475,36,self_collision,1000060
62,17,-209.13000000003277,40000,20,step_limit,1000061
63,32,343.8599999999975,497,35,self_collision,1000062
64,29,-76.81000000015848,40000,32,step_limit,1000063
65,36,383.30999999999483,646,39,self_collision,1000064
66,38,410.6799999999956,651,41,self_collision,1000065
67,0,-399.00000000032225,40000,3,step_limit,1000066
68,41,427.7799999999905,784,44,self_collision,1000067
69,18,186.22000000000048,247,21,self_collision,1000068
70,27,285.49999999999915,458,30,self_collision,1000069
71,23,-149.4700000000327,40000,26,step_limit,1000070
72,32,343.0699999999983,486,35,self_collision,1000071
73,27,-101.13000000010797,40000,30,step_limit,1000072
74,11,-276.1900000000662,40000,14,step_limit,1000073
75,31,-58.190000000199866,40000,34,step_limit,1000074
76,24,-134.76000000004052,40000,27,step_limit,1000075
77,37,7.36999999966782,40000,40,step_limit,1000076
78,39,411.709999999995,639,42,self_collision,1000077
79,24,248.7300000000003,302,27,self_collision,1000078
80,2,-377.7800000002811,40000,5,step_limit,1000079
81,8,-308.72000000013594,40000,11,step_limit,1000080
82,12,-265.6800000000475,40000,15,step_limit,1000081
83,54,579.0699999999943,898,57,self_collision,1000082
84,30,319.1299999999987,488,33,self_collision,1000083
85,10,-291.50000000009845,40000,13,step_limit,1000084
86,22,-155.18000000003235,40000,25,step_limit,1000085
87,22,-156.18000000003246,40000,25,step_limit,1000086
88,25,263.47999999999985,368,28,self_collision,1000087
89,6,-336.7400000001959,40000,9,step_limit,1000088
90,14,-243.86000000003315,40000,17,step_limit,1000089
91,4,-355.1600000002346,40000,7,step_limit,1000090
92,23,241.01000000000042,353,26,self_collision,1000091
93,13,133.97000000000048,207,16,self_collision,1000092
94,48,514.0999999999941,919,51,self_collision,1000093
95,32,337.4499999999979,448,35,self_collision,1000094
96,33,-32.77000000025232,40000,36,step_limit,1000095
97,43,455.499999999992,744,46,self_collision,1000096
98,40,431.90999999999326,740,43,self_collision,1000097
99,36,385.1699999999961,530,39,self_collision,1000098
100,29,-78.71000000015555,40000,32,step_limit,1000099
