episode,reward,score,snake_length,steps,epsilon,avg_loss,num_learning_updates,termination_reason
1,-6.1,0,3,31,0.995,,0,wall_collision
2,-6.640000000000001,0,3,65,0.990025,,0,wall_collision
3,-7.23,0,3,74,0.985074875,,0,wall_collision
4,-6.2299999999999995,0,3,74,0.9801495006250001,,0,wall_collision
5,-6.33,0,3,24,0.9752487531218751,,0,wall_collision
6,-7.280000000000001,0,3,149,0.9703725093562657,,0,wall_collision
7,-6.15,0,3,46,0.9655206468094844,,0,wall_collision
8,-7.21,0,3,152,0.960693043575437,,0,wall_collision
9,5.73,1,4,19,0.9558895783575597,,0,wall_collision
10,-6.26,0,3,27,0.9511101304657719,,0,wall_collision
11,-6.750000000000001,0,3,226,0.946354579813443,,0,wall_collision
12,-6.720000000000001,0,3,33,0.9416228069143757,,0,wall_collision
13,-6.08,0,3,29,0.9369146928798039,,0,wall_collision
14,-5.31,0,3,42,0.9322301194154049,,0,wall_collision
15,-7.5600000000000005,0,3,97,0.9275689688183278,0.06322239307827955,89,wall_collision
16,5.290000000000003,1,4,43,0.9229311239742362,0.0287079545533891,43,wall_collision
17,-6.8100000000000005,0,3,52,0.918316468354365,0.02048549586190627,52,wall_collision
18,-5.37,0,3,68,0.9137248860125932,0.01057548715856255,68,wall_collision
19,3.1800000000000264,1,4,164,0.9091562615825302,0.021778480175626322,164,wall_collision
20,4.840000000000014,1,4,118,0.9046104802746175,0.02359317966921342,118,wall_collision
21,-6.15,0,3,26,0.9000874278732445,0.017295777504421912,26,wall_collision
22,-6.700000000000001,0,3,91,0.8955869907338783,0.02452134047052823,91,wall_collision
23,-6.3100000000000005,0,3,22,0.8911090557802088,0.013546084952725902,22,wall_collision
24,-5.09,0,3,40,0.8866535105013078,0.01569587299018167,40,wall_collision
25,-5.930000000000001,0,3,124,0.8822202429488013,0.014824723188329728,124,wall_collision
26,4.290000000000008,1,4,33,0.8778091417340573,0.018186437912818015,33,wall_collision
27,-5.05,0,3,56,0.8734200960253871,0.031437197579050134,56,wall_collision
28,-4.869999999999999,0,3,78,0.8690529955452602,0.029052075169135768,78,wall_collision
29,-3.79,0,3,50,0.8647077305675338,0.015722782963421195,50,wall_collision
30,-5.279999999999999,0,3,189,0.8603841919146962,0.025094956965259617,189,wall_collision
31,-5.359999999999999,0,3,57,0.8560822709551227,0.022105621142321053,57,wall_collision
32,5.470000000000002,1,4,65,0.851801859600347,0.033038446182707466,65,wall_collision
33,4.120000000000017,1,4,190,0.8475428503023453,0.036230092034307555,190,wall_collision
34,4.570000000000004,1,4,75,0.8433051360508336,0.02612223388704782,75,wall_collision
35,-5.1,0,3,51,0.8390886103705794,0.02596728578460969,51,wall_collision
36,15.900000000000006,2,5,53,0.8348931673187264,0.04801806040934094,53,self_collision
37,-6.14,0,3,155,0.8307187014821328,0.05047646731573848,155,wall_collision
38,5.9300000000000015,1,4,39,0.8265651079747222,0.034370049655150905,39,wall_collision
39,-4.629999999999999,0,3,114,0.8224322824348486,0.030021489565944904,114,wall_collision
40,6.359999999999999,1,4,26,0.8183201210226743,0.05645292399724265,26,wall_collision
41,5.590000000000002,1,4,53,0.8142285204175609,0.04298653323774419,53,wall_collision
42,-6.09,0,3,20,0.810157377815473,0.03033694229379762,20,wall_collision
43,6.879999999999999,1,4,54,0.8061065909263957,0.04906234550893445,54,wall_collision
